band_id,phase,source,record,species,formula,charge,n_c,uid,temperature_K,resolution_cm,frequency_cm,intensity,intensity_unit,snr,fwhm_cm,u_c_cm,u_res_cm,source_ref,role,family,temperature_source,chi_F_cm_per_K,chi_F_source,nu_m_cm,u_296_cm,delta_T_cm,u_T_cm,u_band_cm,u_band_without_T_cm,nu_m_source
109,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,838.3,6.7906,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
110,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,844.6,2.3055,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
111,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,860.6,1.4271,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
112,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,877.1,1.6873,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
113,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,882.9,2.0818,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
114,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,885.0,1.6566,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
115,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,944.9,1.5655,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
116,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,947.3,1.242,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
117,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,953.9,4.7548,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
118,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,961.8,0.90824,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
119,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1018.2,4.9975,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
120,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1022.5,0.87515,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
121,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1095.2,5.235,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
122,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1133.4,5.5308,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
123,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1155.6,3.9694,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
124,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1202.4,0.69225,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
125,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1223.8,3.3124,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
126,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1237.4,0.59433,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
127,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1253.7,0.82366,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
128,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1259.9,0.4761,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
129,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1276.1,3.9494,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
130,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1296.9,0.48754,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
131,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1300.6,1.0881,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
132,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1329.0,1.7066,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
133,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1331.3,2.4422,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
134,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1379.4,2.5068,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
135,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1385.1,3.7005,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
136,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1404.1,6.2107,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
137,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1405.7,14.613,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
138,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1409.9,4.922,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
139,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1416.7,1.0692,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
140,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1417.8,1.167,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
141,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1423.9,0.37976,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
142,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1447.7,14.652,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
143,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1451.0,6.0584,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
144,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1500.4,9.2509,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
145,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1515.5,6.4608,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
146,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1519.3,1.6507,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
147,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1576.4,3.6182,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
148,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1596.2,16.346,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
149,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1632.4,15.41,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
150,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1683.5,0.18581,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
151,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1706.9,0.67003,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
152,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1727.2,0.29663,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
153,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1738.7,0.46188,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
154,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1760.8,0.64853,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
155,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1777.4,0.63578,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
156,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1786.9,1.4821,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
157,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1829.8,0.46459,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
158,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1838.0,0.65396,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
159,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1858.4,1.1697,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
160,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1884.2,0.95968,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
161,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1896.5,0.56597,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
162,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1904.7,0.3319,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
163,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1915.7,0.81989,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
164,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1922.9,0.17656,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
165,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1929.5,0.15026,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
166,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1936.1,0.93965,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
167,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1948.2,0.58092,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
168,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,1964.7,0.89436,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
169,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,2860.8,8.1492,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
170,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,2931.5,11.711,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
171,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,2965.3,19.771,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-stretch,,,,,,,,,,
172,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,3033.5,8.6534,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-stretch,,,,,,,,,,
173,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,3060.3,49.109,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-stretch,,,,,,,,,,
174,matrix,PAHdb experimental 3.10 (Ar matrix),uid 274,"7,8-benzoquinoline",C13H9N,0,13,274,,,3099.3,5.5413,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-stretch,,,,,,,,,,
175,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,469.7,2.64,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,low / skeletal,,,,,,,,,,
176,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,601.6,12.8,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,low / skeletal,,,,,,,,,,
177,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,618.1,2.82,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,low / skeletal,,,,,,,,,,
178,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,622.0,1.09,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,low / skeletal,,,,,,,,,,
179,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,655.6,3.22,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
180,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,735.9,36.84,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
181,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,739.6,40.32,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
182,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,788.6,6.07,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
183,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,815.1,2.4,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
184,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,854.4,9.06,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
185,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,906.8,9.98,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
186,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,906.8,10.0,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
187,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,958.2,1.2,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
188,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,961.3,1.56,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
189,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,998.9,4.3,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
190,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1123.6,1.82,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
191,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1141.5,7.87,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
192,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1149.0,3.37,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
193,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1169.7,2.17,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
194,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1296.4,0.52,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
195,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1374.4,3.57,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
196,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1404.8,6.23,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
197,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1442.5,2.68,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
198,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1465.7,7.57,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
199,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1518.9,48.15,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CC-stretch (6.2 um),,,,,,,,,,
200,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1561.0,6.89,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CC-stretch (6.2 um),,,,,,,,,,
201,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1565.0,3.12,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CC-stretch (6.2 um),,,,,,,,,,
202,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1582.7,2.6,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CC-stretch (6.2 um),,,,,,,,,,
203,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1625.4,17.2,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CC-stretch (6.2 um),,,,,,,,,,
204,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1631.5,3.04,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,CC-stretch (6.2 um),,,,,,,,,,
205,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1690.6,0.38,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
206,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1693.5,0.19,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
207,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1697.7,0.34,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
208,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1709.7,0.17,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
209,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1718.8,0.79,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
210,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1721.6,0.72,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
211,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1725.4,0.68,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
212,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1746.1,0.29,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
213,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1752.1,0.19,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
214,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1760.1,0.12,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
215,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1764.1,0.23,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
216,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1769.9,0.21,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
217,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1810.7,2.52,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
218,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1815.5,0.88,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
219,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1828.7,1.49,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
220,matrix,PAHdb experimental 3.10 (Ar matrix),uid 487,acridine,C13H9N,0,13,487,,,1833.3,1.32,relative (PAHdb experimental),,,,,10.1016/j.saa.2017.03.044,matrix,overtone / combination region,,,,,,,,,,
